provinces,annees,trimestres,indicateurs,cibles,sexes,tranches_ages,Valeur,period
Équateur,2021,T1,Nombre de clients diagnostiqués VIH+,Policiers,Masculin,>= 15 ans,7,2021-T1
Équateur,2021,T1,Nombre de clients diagnostiqués VIH+,Femmes enceintes,Féminin,>= 15 ans,11,2021-T1
Équateur,2021,T1,Nombre de clients diagnostiqués VIH+,Fonctionnaires de l'Etat,Masculin,>= 15 ans,16,2021-T1
Équateur,2021,T1,Nombre de clients diagnostiqués VIH+,Fonctionnaires de l'Etat,Féminin,>= 15 ans,7,2021-T1
Équateur,2021,T1,Nombre de clients diagnostiqués VIH+,Fidèles des confessions religieuses,Masculin,>= 15 ans,3,2021-T1
Équateur,2021,T1,Nombre de clients diagnostiqués VIH+,Fidèles des confessions religieuses,Féminin,>= 15 ans,8,2021-T1
Équateur,2021,T1,Nombre de clients diagnostiqués VIH+,OEV,Féminin,>= 15 ans,2,2021-T1
Équateur,2021,T1,Nombre de clients diagnostiqués VIH+,Pêcheurs,Féminin,>= 15 ans,1,2021-T1
Équateur,2021,T1,Nombre de clients diagnostiqués VIH+,Pêcheurs,Masculin,>= 15 ans,6,2021-T1
Équateur,2021,T1,Nombre de clients diagnostiqués VIH+,PS,Féminin,>= 15 ans,6,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Personnes en milieu du travail,Masculin,>= 15 ans,9,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Personnes en milieu du travail,Féminin,>= 15 ans,6,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Agriculteurs,Masculin,>= 15 ans,36,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Agriculteurs,Féminin,>= 15 ans,22,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Conducteurs Taxis Motos,Masculin,>= 15 ans,117,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Enseignants et personnel administratif des universités et instituts supérieurs,Féminin,>= 15 ans,208,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Enseignants et personnel administratif des universités et instituts supérieurs,Masculin,>= 15 ans,161,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Etudiants,Féminin,>= 15 ans,104,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Etudiants,Masculin,>= 15 ans,147,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Elèves,Masculin,< 15 ans,102,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Elèves,Féminin,< 15 ans,59,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Militaires,Masculin,>= 15 ans,226,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Familles des militaires,Féminin,< 15 ans,27,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Familles des militaires,Masculin,< 15 ans,18,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Militaires,Féminin,>= 15 ans,123,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Familles des policiers,Masculin,< 15 ans,11,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Familles des policiers,Féminin,< 15 ans,13,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Policiers,Féminin,>= 15 ans,67,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Policiers,Masculin,>= 15 ans,116,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Fonctionnaires de l'Etat,Féminin,>= 15 ans,218,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Fonctionnaires de l'Etat,Masculin,>= 15 ans,423,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Journalistes,Masculin,>= 15 ans,3,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Fidèles des confessions religieuses,Féminin,>= 15 ans,19,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Journalistes,Féminin,>= 15 ans,4,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,OEV,Masculin,< 15 ans,23,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Fidèles des confessions religieuses,Masculin,>= 15 ans,32,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,OEV,Féminin,< 15 ans,16,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Pêcheurs,Féminin,>= 15 ans,19,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Pêcheurs,Masculin,>= 15 ans,47,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Personnel soignant,Masculin,>= 15 ans,41,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Personnel soignant,Féminin,>= 15 ans,59,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Personnes vivants avec handicap,Féminin,>= 15 ans,27,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Personnes vivants avec handicap,Masculin,>= 15 ans,18,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Prisonniers,Féminin,>= 15 ans,3,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Prisonniers,Masculin,>= 15 ans,6,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,PS,Féminin,>= 15 ans,57,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Routiers/ Camioneurs,Féminin,>= 15 ans,3,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Routiers/ Camioneurs,Masculin,>= 15 ans,4,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Sportifs ,Masculin,>= 15 ans,21,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Sportifs ,Féminin,>= 15 ans,3,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Personnels navigants,Féminin,>= 15 ans,11,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,Personnels navigants,Masculin,>= 15 ans,26,2021-T1
Équateur,2021,T1,Nombre de PVVIH sous TAR,UDI,Masculin,>= 15 ans,4,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Population Générale,Masculin,>= 15 ans,15283,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Population Générale,Masculin,< 15 ans,2704,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Population Générale,Féminin,< 15 ans,6309,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Population Générale,Féminin,>= 15 ans,35661,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,PVVIH,Masculin,>= 15 ans,1752,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,PVVIH,Féminin,>= 15 ans,1723,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Personnes en milieu du travail,Féminin,>= 15 ans,216,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Personnes en milieu du travail,Masculin,>= 15 ans,2345,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Conducteurs Taxis Motos,Masculin,>= 15 ans,1167,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Conjoint des femmes enceintes,Masculin,>= 15 ans,788,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Couples sérodiscordants,Féminin,>= 15 ans,1032,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Enfants exposés,Masculin,< 15 ans,2421,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Couples sérodiscordants,Masculin,>= 15 ans,909,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Enseignants et personnel administratif des universités et instituts supérieurs,Féminin,>= 15 ans,56,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Enfants exposés,Féminin,>= 15 ans,2489,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Enseignants et personnel administratif des universités et instituts supérieurs,Masculin,>= 15 ans,112,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Etudiants,Féminin,>= 15 ans,1693,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Etudiants,Masculin,>= 15 ans,1754,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Elèves,Masculin,>= 15 ans,321,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Elèves,Féminin,>= 15 ans,475,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Familles des militaires,Masculin,>= 15 ans,1432,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Familles des militaires,Féminin,>= 15 ans,3345,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Militaires,Masculin,>= 15 ans,4326,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Militaires,Féminin,>= 15 ans,654,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Familles des policiers,Masculin,>= 15 ans,1432,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Familles des policiers,Féminin,>= 15 ans,2765,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Policiers,Masculin,>= 15 ans,3076,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Policiers,Féminin,>= 15 ans,87,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Femmes enceintes séropositives ,Féminin,>= 15 ans,31658,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Femmes enceintes,Féminin,>= 15 ans,31651,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,HSH,Masculin,>= 15 ans,427,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Leaders et membres d'associations et Mouvement de jeunesse,Masculin,>= 15 ans,567,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Leaders et membres d'associations et Mouvement de jeunesse,Féminin,>= 15 ans,346,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Fidèles des confessions religieuses,Féminin,>= 15 ans,2345,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Fidèles des confessions religieuses,Masculin,>= 15 ans,1189,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Miniers / Creuseurs,Féminin,>= 15 ans,654,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Miniers / Creuseurs,Masculin,>= 15 ans,1876,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,OEV,Féminin,>= 15 ans,201,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,OEV,Masculin,< 15 ans,154,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,OEV,Masculin,>= 15 ans,267,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,OEV,Féminin,< 15 ans,101,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Pêcheurs,Masculin,>= 15 ans,165,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Pêcheurs,Féminin,>= 15 ans,77,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Personnes vivants avec handicap,Féminin,>= 15 ans,76,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Personnes vivants avec handicap,Masculin,>= 15 ans,109,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,PS,Féminin,>= 15 ans,3097,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Routiers/ Camioneurs,Masculin,>= 15 ans,1709,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Survivants des violences sexuelles et celles basées sur le genre,Féminin,>= 15 ans,201,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,TG,Masculin,>= 15 ans,2,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,UDI,Masculin,>= 15 ans,7,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Transfrontaliers,Masculin,>= 15 ans,435,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Apprenants et apprentis,Masculin,>= 15 ans,156,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Apprenants et apprentis,Féminin,>= 15 ans,345,2021-T1
Haut-Katanga,2021,T1,Nombre de clients testés,Prisonniers,Masculin,>= 15 ans,158,2021-T1
Haut-Lomami,2021,T1,Nombre de clients testés,Population Générale,Masculin,>= 15 ans,13158,2021-T1
Haut-Lomami,2021,T1,Nombre de clients testés,Population Générale,Masculin,< 15 ans,2857,2021-T1
Haut-Lomami,2021,T1,Nombre de clients testés,Population Générale,Féminin,>= 15 ans,23132,2021-T1
Haut-Lomami,2021,T1,Nombre de clients testés,Population Générale,Féminin,< 15 ans,4805,2021-T1
Haut-Lomami,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,< 15 ans,13,2021-T1
Haut-Lomami,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,>= 15 ans,256,2021-T1
Haut-Lomami,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,>= 15 ans,129,2021-T1
Haut-Lomami,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,< 15 ans,18,2021-T1
Haut-Uele,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Masculin,>= 15 ans,362,2021-T1
Haut-Uele,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Masculin,< 15 ans,24,2021-T1
Haut-Uele,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Féminin,>= 15 ans,744,2021-T1
Haut-Uele,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Féminin,< 15 ans,36,2021-T1
Ituri,2021,T1,Nombre de PVVIH sous TAR,PVVIH,Masculin,< 15 ans,320,2021-T1
Ituri,2021,T1,Nombre de PVVIH sous TAR,PVVIH,Féminin,>= 15 ans,10973,2021-T1
Ituri,2021,T1,Nombre de PVVIH sous TAR,PVVIH,Féminin,< 15 ans,330,2021-T1
Ituri,2021,T1,Nombre de PVVIH sous TAR,PVVIH,Masculin,>= 15 ans,5250,2021-T1
Ituri,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,>= 15 ans,1142,2021-T1
Ituri,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,< 15 ans,53,2021-T1
Ituri,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,< 15 ans,36,2021-T1
Ituri,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,>= 15 ans,570,2021-T1
Ituri,2021,T1,Nombre de clients diagnostiqués VIH+,PS,Féminin,>= 15 ans,32,2021-T1
Ituri,2021,T1,Nombre de clients diagnostiqués VIH+,HSH,Masculin,>= 15 ans,4,2021-T1
Ituri,2021,T1,Nombre de clients diagnostiqués VIH+,TG,Masculin,>= 15 ans,1,2021-T1
Ituri,2021,T1,Nombre de clients diagnostiqués VIH+,UDI,Masculin,>= 15 ans,2,2021-T1
Ituri,2021,T1,Nombre de clients testés,Population Générale,Masculin,>= 15 ans,81349,2021-T1
Ituri,2021,T1,Nombre de clients testés,Population Générale,Féminin,>= 15 ans,131117,2021-T1
Ituri,2021,T1,Nombre de clients testés,Population Générale,Féminin,< 15 ans,64476,2021-T1
Ituri,2021,T1,Nombre de clients testés,Population Générale,Masculin,< 15 ans,54989,2021-T1
Ituri,2021,T1,Nombre de clients testés,HSH,Masculin,>= 15 ans,85,2021-T1
Ituri,2021,T1,Nombre de clients testés,Prisonniers,Masculin,>= 15 ans,68,2021-T1
Ituri,2021,T1,Nombre de clients testés,TG,Masculin,>= 15 ans,21,2021-T1
Ituri,2021,T1,Nombre de clients testés,UDI,Masculin,>= 15 ans,68,2021-T1
Ituri,2021,T1,Nombre de clients testés,PS,Féminin,>= 15 ans,1062,2021-T1
Ituri,2021,T1,Nombre de clients testés,Femmes enceintes,Féminin,>= 15 ans,27298,2021-T1
Ituri,2021,T1,Nombre de clients diagnostiqués VIH+,Femmes enceintes séropositives ,Féminin,>= 15 ans,227,2021-T1
Ituri,2021,T1,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,Population Générale,Féminin,>= 15 ans,89,2021-T1
Ituri,2021,T1,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,Population Générale,Masculin,>= 15 ans,50,2021-T1
Kasaï,2021,T1,Nombre de PVVIH sous TAR,Agriculteurs,Féminin,< 15 ans,7,2021-T1
Kasaï,2021,T1,Nombre de PVVIH sous TAR,Agriculteurs,Masculin,>= 15 ans,7,2021-T1
Kasaï,2021,T1,Nombre de PVVIH sous TAR,Agriculteurs,Féminin,>= 15 ans,21,2021-T1
Kasaï,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Masculin,< 15 ans,22,2021-T1
Kasaï,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Féminin,>= 15 ans,282,2021-T1
Kasaï,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Féminin,< 15 ans,9,2021-T1
Kasaï,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Masculin,>= 15 ans,226,2021-T1
Kasaï,2021,T1,Nombre de PVVIH sous TAR,Personnes en milieu du travail,Masculin,>= 15 ans,19,2021-T1
Kasaï,2021,T1,Nombre de PVVIH sous TAR,Personnes en milieu du travail,Féminin,>= 15 ans,14,2021-T1
Kasaï,2021,T1,Nombre de PVVIH sous TAR,Conducteurs Taxis Motos,Masculin,>= 15 ans,9,2021-T1
Kasaï,2021,T1,Nombre de PVVIH sous TAR,Conjoint des femmes enceintes,Masculin,>= 15 ans,6,2021-T1
Kasaï,2021,T1,Nombre de PVVIH sous TAR,Déplacés Internes,Masculin,< 15 ans,4,2021-T1
Kasaï,2021,T1,Nombre de PVVIH sous TAR,Déplacés Internes,Féminin,< 15 ans,2,2021-T1
Kasaï,2021,T1,Nombre de PVVIH sous TAR,Déplacés Internes,Féminin,>= 15 ans,22,2021-T1
Kasaï,2021,T1,Nombre de PVVIH sous TAR,Déplacés Internes,Masculin,>= 15 ans,19,2021-T1
Kasaï-Central,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,>= 15 ans,357,2021-T1
Kasaï-Oriental,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,< 15 ans,2,2021-T1
Kasaï-Oriental,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,>= 15 ans,54,2021-T1
Kasaï-Oriental,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,< 15 ans,5,2021-T1
Kasaï-Oriental,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,>= 15 ans,60,2021-T1
Kasaï-Oriental,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Masculin,< 15 ans,577,2021-T1
Kasaï-Oriental,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Féminin,< 15 ans,581,2021-T1
Kasaï-Oriental,2021,T1,Nombre de clients testés,Population Générale,Féminin,< 15 ans,66,2021-T1
Kasaï-Oriental,2021,T1,Nombre de clients testés,Population Générale,Masculin,>= 15 ans,1529,2021-T1
Kasaï-Oriental,2021,T1,Nombre de clients testés,Population Générale,Féminin,>= 15 ans,1611,2021-T1
Kasaï-Oriental,2021,T1,Nombre de clients testés,Population Générale,Masculin,< 15 ans,59,2021-T1
Kasaï-Oriental,2021,T1,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,Population Générale,Féminin,< 15 ans,5,2021-T1
Kasaï-Oriental,2021,T1,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,Population Générale,Masculin,< 15 ans,14,2021-T1
Kasaï-Oriental,2021,T1,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,Population Générale,Masculin,>= 15 ans,67,2021-T1
Kasaï-Oriental,2021,T1,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,Population Générale,Féminin,>= 15 ans,130,2021-T1
Kasaï-Oriental,2021,T1,Nombre de clients testés,HSH,Masculin,>= 15 ans,194,2021-T1
Kasaï-Oriental,2021,T1,Nombre de clients testés,PS,Féminin,>= 15 ans,850,2021-T1
Kasaï-Oriental,2021,T1,Nombre de clients testés,UDI,Masculin,>= 15 ans,43,2021-T1
Kasaï-Oriental,2021,T1,Nombre de clients diagnostiqués VIH+,HSH,Masculin,>= 15 ans,15,2021-T1
Kasaï-Oriental,2021,T1,Nombre de clients diagnostiqués VIH+,PS,Féminin,>= 15 ans,31,2021-T1
Kasaï-Oriental,2021,T1,Nombre de clients diagnostiqués VIH+,UDI,Masculin,>= 15 ans,3,2021-T1
Kinshasa,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Féminin,< 15 ans,166,2021-T1
Kinshasa,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Féminin,>= 15 ans,3155,2021-T1
Kinshasa,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Masculin,< 15 ans,120,2021-T1
Kinshasa,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Masculin,>= 15 ans,2362,2021-T1
Kinshasa,2021,T1,Nombre de PVVIH sous TAR,TG,Masculin,>= 15 ans,11,2021-T1
Kinshasa,2021,T1,Nombre de PVVIH sous TAR,TG,Féminin,>= 15 ans,3,2021-T1
Kinshasa,2021,T1,Nombre de PVVIH sous TAR,UDI,Masculin,>= 15 ans,20,2021-T1
Kinshasa,2021,T1,Nombre de PVVIH sous TAR,UDI,Féminin,>= 15 ans,5,2021-T1
Kinshasa,2021,T1,Nombre de PVVIH sous TAR,PS,Féminin,>= 15 ans,187,2021-T1
Kinshasa,2021,T1,Nombre de PVVIH sous TAR,HSH,Masculin,>= 15 ans,204,2021-T1
Kinshasa,2021,T1,Nombre de PVVIH sous TAR,Femmes enceintes séropositives ,Féminin,>= 15 ans,201,2021-T1
Kinshasa,2021,T1,Nombre de PVVIH sous TAR,Femmes enceintes,Féminin,>= 15 ans,201,2021-T1
Kinshasa,2021,T1,Nombre de clients testés,Population Générale,Masculin,>= 15 ans,37392,2021-T1
Kinshasa,2021,T1,Nombre de clients testés,Population Générale,Féminin,>= 15 ans,38919,2021-T1
Kinshasa,2021,T1,Nombre de clients testés,Population Générale,Féminin,< 15 ans,6215,2021-T1
Kinshasa,2021,T1,Nombre de clients testés,Population Générale,Masculin,< 15 ans,5971,2021-T1
Kinshasa,2021,T1,Nombre de clients testés,Etudiants,Masculin,>= 15 ans,251,2021-T1
Kinshasa,2021,T1,Nombre de clients testés,Etudiants,Féminin,>= 15 ans,69,2021-T1
Kinshasa,2021,T1,Nombre de clients testés,Elèves,Féminin,< 15 ans,97,2021-T1
Kinshasa,2021,T1,Nombre de clients testés,Elèves,Masculin,>= 15 ans,76,2021-T1
Kinshasa,2021,T1,Nombre de clients testés,Elèves,Féminin,>= 15 ans,83,2021-T1
Kinshasa,2021,T1,Nombre de clients testés,Elèves,Masculin,< 15 ans,58,2021-T1
Kinshasa,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,>= 15 ans,2312,2021-T1
Kinshasa,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,< 15 ans,126,2021-T1
Kinshasa,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,>= 15 ans,2407,2021-T1
Kinshasa,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,< 15 ans,121,2021-T1
Kinshasa,2021,T1,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,Population Générale,Féminin,< 15 ans,24,2021-T1
Kinshasa,2021,T1,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,Population Générale,Masculin,< 15 ans,111,2021-T1
Kinshasa,2021,T1,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,Population Générale,Masculin,>= 15 ans,1796,2021-T1
Kinshasa,2021,T1,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,Population Générale,Féminin,>= 15 ans,3238,2021-T1
Kinshasa,2021,T1,Nombre de clients testés,Femmes enceintes,Féminin,>= 15 ans,50597,2021-T1
Kinshasa,2021,T1,Nombre de clients testés,HSH,Masculin,>= 15 ans,1473,2021-T1
Kinshasa,2021,T1,Nombre de clients testés,TG,Masculin,>= 15 ans,140,2021-T1
Kinshasa,2021,T1,Nombre de clients testés,PS,Féminin,>= 15 ans,1988,2021-T1
Kinshasa,2021,T1,Nombre de clients testés,UDI,Masculin,>= 15 ans,220,2021-T1
Kinshasa,2021,T1,Nombre de clients testés,Prisonniers,Masculin,>= 15 ans,305,2021-T1
Kinshasa,2021,T1,Nombre de clients diagnostiqués VIH+,Femmes enceintes,Féminin,>= 15 ans,218,2021-T1
Kinshasa,2021,T1,Nombre de clients diagnostiqués VIH+,HSH,Masculin,>= 15 ans,204,2021-T1
Kinshasa,2021,T1,Nombre de clients diagnostiqués VIH+,Femmes enceintes séropositives ,Féminin,>= 15 ans,218,2021-T1
Kinshasa,2021,T1,Nombre de clients diagnostiqués VIH+,Prisonniers,Masculin,>= 15 ans,14,2021-T1
Kinshasa,2021,T1,Nombre de clients diagnostiqués VIH+,PS,Féminin,>= 15 ans,187,2021-T1
Kinshasa,2021,T1,Nombre de clients diagnostiqués VIH+,PVVIH,Masculin,>= 15 ans,2312,2021-T1
Kinshasa,2021,T1,Nombre de clients diagnostiqués VIH+,PVVIH,Féminin,< 15 ans,126,2021-T1
Kinshasa,2021,T1,Nombre de clients diagnostiqués VIH+,PVVIH,Féminin,>= 15 ans,2407,2021-T1
Kinshasa,2021,T1,Nombre de clients diagnostiqués VIH+,PVVIH,Masculin,< 15 ans,121,2021-T1
Kinshasa,2021,T1,Nombre de clients diagnostiqués VIH+,TG,Masculin,>= 15 ans,14,2021-T1
Kinshasa,2021,T1,Nombre de clients diagnostiqués VIH+,UDI,Masculin,>= 15 ans,25,2021-T1
Kinshasa,2021,T1,Nombre de clients testés,Survivants des violences sexuelles et celles basées sur le genre,Féminin,>= 15 ans,331,2021-T1
Kongo-Central,2021,T1,Nombre de clients testés,Population Générale,Féminin,>= 15 ans,31168,2021-T1
Kongo-Central,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,>= 15 ans,461,2021-T1
Kongo-Central,2021,T1,Nombre de PVVIH sous TAR,PVVIH,Féminin,>= 15 ans,9423,2021-T1
Kwango,2021,T1,Nombre de clients testés,Population Générale,Féminin,>= 15 ans,13038,2021-T1
Kwango,2021,T1,Nombre de clients testés,Population Générale,Masculin,< 15 ans,1606,2021-T1
Kwango,2021,T1,Nombre de clients testés,Population Générale,Masculin,>= 15 ans,957,2021-T1
Kwango,2021,T1,Nombre de clients testés,Population Générale,Féminin,< 15 ans,1832,2021-T1
Kwango,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,>= 15 ans,34,2021-T1
Kwango,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,< 15 ans,4,2021-T1
Kwango,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,>= 15 ans,52,2021-T1
Kwango,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,< 15 ans,3,2021-T1
Kwango,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Masculin,>= 15 ans,851,2021-T1
Kwango,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Féminin,< 15 ans,61,2021-T1
Kwango,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Masculin,< 15 ans,55,2021-T1
Kwango,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Féminin,>= 15 ans,1418,2021-T1
Kwango,2021,T1,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,Population Générale,Féminin,< 15 ans,1,2021-T1
Kwango,2021,T1,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,Population Générale,Féminin,>= 15 ans,4,2021-T1
Kwango,2021,T1,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,Population Générale,Masculin,>= 15 ans,1,2021-T1
